sample_id,x_measured_,x_measured_Ace_ngg,x_measured_Acy_ngg,x_measured_Ane_ngg,x_measured_Ant_ngg,x_measured_Any_ngg,x_measured_Atrazine_ngg,x_measured_BBP_ngg,x_measured_BaA_ngg,x_measured_BaP_ngg,x_measured_Baa_ngg,x_measured_BbF_ngg,x_measured_Bbf_ngg,x_measured_BghiP_ngg,x_measured_Bgp_ngg,x_measured_BkF_ngg,x_measured_Bkf_ngg,x_measured_CEC_cmolkg,x_measured_CTC,x_measured_CTC_ngg,x_measured_Chlorobenzilate_ngg,x_measured_Chr_ngg,x_measured_Clay_pct,x_measured_Co_mgkg,x_measured_DBP_ngg,x_measured_DEHP_ngg,x_measured_DEP_ngg,x_measured_DMP_ngg,x_measured_DNOP_ngg,x_measured_DahA_ngg,x_measured_DiBP_ngg,x_measured_Dicofol_ngg,x_measured_EC_uScm,x_measured_ENRO,x_measured_ENRO_ngg,x_measured_Endosulfan,x_measured_Endosulfan_ngg,x_measured_Fe_mgkg,x_measured_Fla_ngg,x_measured_Fle_ngg,x_measured_Flt_ngg,x_measured_Flu_ngg,x_measured_HCB_ngg,x_measured_HM_total,x_measured_Heptachlor_ngg,x_measured_IcdP_ngg,x_measured_Ind_ngg,x_measured_Mn_mgkg,x_measured_N/A,x_measured_Nap_ngg,x_measured_OCP_total,x_measured_OC_pct,x_measured_OM_pct,x_measured_OPEs_ngg,x_measured_OP_total,x_measured_OTC,x_measured_OTC_ngg,x_measured_PCB101_ngg,x_measured_PCB138_ngg,x_measured_PCB153_ngg,x_measured_PCB180_ngg,x_measured_PCB28_ngg,x_measured_PCB52_ngg,x_measured_Phe_ngg,x_measured_Pyr_ngg,x_measured_SDZ,x_measured_SDZ_ngg,x_measured_SKIP,x_measured_SMZ,x_measured_SMZ_ngg,x_measured_Sand_pct,x_measured_Silt_pct,x_measured_SumDDT_ngg,x_measured_SumEndosulfan_ngg,x_measured_SumHCH_ngg,x_measured_SumOCP_ngg,x_measured_SumPAE,x_measured_SumPAE_ngg,x_measured_SumPBDE_ngg,x_measured_SumPCB_ngg,x_measured_Sum_PAH_ngg,x_measured_TotalPHC_mgkg,x_measured_V_mgkg,x_measured_none,"x_measured_o, p′-DDD_ngg","x_measured_o, p′-DDE_ngg","x_measured_o, p′-DDT_ngg","x_measured_p, p′-DDD_ngg","x_measured_p, p′-DDE_ngg","x_measured_p, p′-DDT_ngg",x_measured_pH,x_measured_skip,x_measured_α-HCH_ngg,x_measured_γ-HCH_ngg,x_measured_δ-HCH_ngg,x_measured_正文仅min-max范围无采样点级数值,source_id,paper_id,matrix,site_type,province,n_hm,n_op,latitude,longitude,audit_flag,x_measured_SumPFAS_ngg,data_version
1-s2.0-S0013935124008922_1-s2.0-S0013935124008922_Intervention_value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,0.9,,,,,,,,,,,,,,,,,,,,,,1-s2.0-S0013935124008922,1-s2.0-S0013935124008922,soil,agricultural,,0,4,,,single_point,,v2_trusted_augmented_20260715
1-s2.0-S0013935124008922_1-s2.0-S0013935124008922_Maximum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.308,,0.005,,,,,,,,,,,,,,,,,,,,,,1-s2.0-S0013935124008922,1-s2.0-S0013935124008922,soil,agricultural,,0,4,,,single_point,,v2_trusted_augmented_20260715
1-s2.0-S0013935124008922_1-s2.0-S0013935124008922_Screening_values,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,0.09,,,,,,,,,,,,,,,,,,,,,,1-s2.0-S0013935124008922,1-s2.0-S0013935124008922,soil,agricultural,,0,4,,,single_point,,v2_trusted_augmented_20260715
1-s2.0-S0025326X25010434_1-s2.0-S0025326X25010434_Contaminated_soil_around_Yanchang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2196.045,,,,,,,,,,,,,,,1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
1-s2.0-S0025326X25010434_1-s2.0-S0025326X25010434_ERL_standard,,16.0,44.0,,85.3,,,,261.0,430.0,,,,63.4,,,,,,,,384.0,,,,,,,,,,,,,,,,,,,600.0,19.0,,,,,,,,160.0,,,,,,,,,,,,,,240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434,soil,agricultural,,0,11,,,single_point,,v2_trusted_augmented_20260715
1-s2.0-S0025326X25010434_1-s2.0-S0025326X25010434_ERM_standard,,500.0,640.0,,1100.0,,,,1600.0,1600.0,,,,260.0,,,,,,,,2800.0,,,,,,,,,,,,,,,,,,,5100.0,540.0,,,,,,,,2100.0,,,,,,,,,,,,,,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434,soil,agricultural,,0,11,,,single_point,,v2_trusted_augmented_20260715
1-s2.0-S0025326X25010434_1-s2.0-S0025326X25010434_Maximum,,243.47,145.5,,248.07,,,,492.09,161.26,,167.46,,327.32,,179.93,,,,,,379.08,,,,,,,,,,,,,,,,,,,274.83,253.53,,,,,,,,323.54,,,,,,,,,,,,,,292.17,442.11,,,,,,,,,,,,,,,,1238.57,,,,,,,,,,,,,,,,1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434,soil,agricultural,,0,30,,,single_point,,v2_trusted_augmented_20260715
1-s2.0-S0025326X25010434_1-s2.0-S0025326X25010434_Mean_concentration,,80.24,46.93,,41.55,,,,123.51,56.78,,53.91,,65.18,,60.41,,,,,,129.28,,,,,,,,,,,,,,,,,,,91.42,74.0,,,,,,,,63.28,,,,,,,,,,,,,,81.42,,,,,,,,,,,,,,,,,1238.57,,,,,,,,,,,,,,,,1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434,soil,agricultural,,0,14,,,single_point,,v2_trusted_augmented_20260715
1-s2.0-S0025326X25010434_1-s2.0-S0025326X25010434_Minimum,,12.81,6.15,,2.97,,,,18.08,9.04,,9.26,,5.95,,7.84,,,,,,25.11,,,,,,,,,,,,,,,,,,,15.78,12.31,,,,,,,,5.8,,,,,,,,,,,,,,12.31,9.97,,,,,,,,,,,,,,,,3637.59,,,,,,,,,,,,,,,,1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434,soil,agricultural,,0,30,,,single_point,,v2_trusted_augmented_20260715
1-s2.0-S0025326X25010434_1-s2.0-S0025326X25010434_Number_of_samples_with_concentrations_less_than_ERL,,4.0,40.0,,65.0,,,,68.0,75.0,,,,46.0,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,75.0,7.0,,,,,,,,70.0,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434,soil,agricultural,,0,11,,,single_point,,v2_trusted_augmented_20260715
1-s2.0-S0025326X25010434_1-s2.0-S0025326X25010434_Oilfield_Oil-contaminated_soil_within_50_m-200_m_range_of_oil_well_of_Daqing_No._3_Oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91600.0,,,,,,,,,,,,,,,1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
1-s2.0-S0025326X25010434_1-s2.0-S0025326X25010434_PAHs_concentration_range,,128.14,75.825,,125.52,,,,255.085,85.14999999999999,,88.36,,122.16,,93.885,,,,,,202.095,,,,,,,,,,,,,,,,,,,145.30499999999998,132.92,,,,,,,,164.67000000000002,,,,,,,,,,,,,,152.24,,,,,,,,,,,,,,,,,1927.035,,,,,,,,,,,,,,,,1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434,soil,agricultural,,0,14,,,single_point,,v2_trusted_augmented_20260715
1-s2.0-S0025326X25010434_1-s2.0-S0025326X25010434_Production_Plant_Oil_-_polluted_soil_in_Dingbian_County_of_northern_Shaanxi_Oil_field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146500.0,,,,,,,,,,,,,,,1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
1-s2.0-S0025326X25010434_1-s2.0-S0025326X25010434_Samples_of_well_soil_in_Zhongyuan_Oilfield_area_have_been_used_for_more_than,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.805,,,,,,,,,,,,,,,1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
1-s2.0-S0025326X25010434_1-s2.0-S0025326X25010434_Standard_deviation,,7.85,11.53,,9.22,,,,38.46,22.87,,7.52,,18.22,,35.77,,,,,,45.63,,,,,,,,,,,,,,,,,,,12.41,47.06,,,,,,,,10.84,,,,,,,,,,,,,,8.27,16.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434,soil,agricultural,,0,14,,,single_point,,v2_trusted_augmented_20260715
1-s2.0-S0025326X25010434_1-s2.0-S0025326X25010434_rings,,3.0,3.0,,3.0,,,,4.0,5.0,,5.0,,6.0,,5.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,4.0,3.0,,,,,,,,2.0,,,,,,,,,,,,,,3.0,4.0,,,,,,,,,,,,,,,,216.48,,,,,,,,,,,,,,,,1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434,soil,agricultural,,0,15,,,single_point,,v2_trusted_augmented_20260715
1-s2.0-S0025326X25010434_1-s2.0-S0025326X25010434_three_years_Soil_surrounding_Changqing_Oilfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.795,,,,,,,,,,,,,,,1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
1-s2.0-S004565352103681X_1-s2.0-S004565352103681X_T3.2.C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1240.0,,,,,,,,,8.6,,,,,,1-s2.0-S004565352103681X,1-s2.0-S004565352103681X,soil,mining,,0,2,,,single_point,,v2_trusted_augmented_20260715
1-s2.0-S004565352103681X_1-s2.0-S004565352103681X_T5.1.C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3990.0,,,,,,,,,9.5,,,,,,1-s2.0-S004565352103681X,1-s2.0-S004565352103681X,soil,mining,,0,2,,,single_point,,v2_trusted_augmented_20260715
1-s2.0-S004565352103681X_1-s2.0-S004565352103681X_T5.2.A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,912.0,,,,,,,,,9.4,,,,,,1-s2.0-S004565352103681X,1-s2.0-S004565352103681X,soil,mining,,0,2,,,single_point,,v2_trusted_augmented_20260715
1-s2.0-S004565352103681X_1-s2.0-S004565352103681X_T5.2.C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5520.0,,,,,,,,,9.6,,,,,,1-s2.0-S004565352103681X,1-s2.0-S004565352103681X,soil,mining,,0,2,,,single_point,,v2_trusted_augmented_20260715
1-s2.0-S004565352103681X_1-s2.0-S004565352103681X_T5.5.A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6970.0,,,,,,,,,9.4,,,,,,1-s2.0-S004565352103681X,1-s2.0-S004565352103681X,soil,mining,,0,2,,,single_point,,v2_trusted_augmented_20260715
1-s2.0-S004565352103681X_1-s2.0-S004565352103681X_T5.5.C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.0,,,,,,,,,9.7,,,,,,1-s2.0-S004565352103681X,1-s2.0-S004565352103681X,soil,mining,,0,2,,,single_point,,v2_trusted_augmented_20260715
1-s2.0-S004565352103681X_1-s2.0-S004565352103681X_T5.6.A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1690.0,,,,,,,,,9.1,,,,,,1-s2.0-S004565352103681X,1-s2.0-S004565352103681X,soil,mining,,0,2,,,single_point,,v2_trusted_augmented_20260715
1-s2.0-S004565352103681X_1-s2.0-S004565352103681X_T5.6.C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.0,,,,,,,,,9.5,,,,,,1-s2.0-S004565352103681X,1-s2.0-S004565352103681X,soil,mining,,0,2,,,single_point,,v2_trusted_augmented_20260715
1-s2.0-S004565352103681X_1-s2.0-S004565352103681X_T6.2.A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.0,,,,,,,,,8.4,,,,,,1-s2.0-S004565352103681X,1-s2.0-S004565352103681X,soil,mining,,0,2,,,single_point,,v2_trusted_augmented_20260715
1-s2.0-S004565352103681X_1-s2.0-S004565352103681X_T6.2.C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.0,,,,,,,,,8.5,,,,,,1-s2.0-S004565352103681X,1-s2.0-S004565352103681X,soil,mining,,0,2,,,single_point,,v2_trusted_augmented_20260715
1-s2.0-S0045653522005136_1-s2.0-S0045653522005136_$1_S_Q_G_S_<_\%$___$<_{_\mathrm_{_P_E_L_}_}_s$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,1-s2.0-S0045653522005136,1-s2.0-S0045653522005136,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
"1-s2.0-S0045653522005136_1-s2.0-S0045653522005136_$\mathbf_{_S_e_d_i_m_e_n_t_\_s_a_m_p_l_e_s_\_(_n_g_\mathbf_{_\mathit_{_g_}_}_^_{_-_1_}_,_d_\mathbf_{_w_}_,_n_=_3_2_)_}$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.4,,,,,,,,,,,,,,,,,,,,,0.617,,11.425,32.4,,,,,,,,,,,,,,,,,,,,,1-s2.0-S0045653522005136,1-s2.0-S0045653522005136,soil,agricultural,,0,7,,,single_point,,v2_trusted_augmented_20260715
"1-s2.0-S0045653522005136_1-s2.0-S0045653522005136_$\mathrm_{_P_E_L_s_}_^_{_\mathrm_{_b_}_}_\left(_\mathrm_{_n_g_}_\right.$___${__{_g_}_}_^_{_-_1_}_,_{_\mathrm_{_d_w_}_}_)$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38,,,,,,,,,,,,,,,,,,,,,,1-s2.0-S0045653522005136,1-s2.0-S0045653522005136,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
1-s2.0-S0045653522005136_1-s2.0-S0045653522005136_%≤_ISQGs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,1-s2.0-S0045653522005136,1-s2.0-S0045653522005136,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
1-s2.0-S0045653522005136_1-s2.0-S0045653522005136_%≥_PELs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,1-s2.0-S0045653522005136,1-s2.0-S0045653522005136,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
"1-s2.0-S0045653522005136_1-s2.0-S0045653522005136_ISQGsa_(ng__${__{_g_}_}_^_{_-_1_}_,_{_\mathrm_{_d_w_}_}_)$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,,,,,,,,,,,,,,,,,,,,,,1-s2.0-S0045653522005136,1-s2.0-S0045653522005136,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
1-s2.0-S0045653522020495_1-s2.0-S0045653522020495_Abbr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1-s2.0-S0045653522020495,1-s2.0-S0045653522020495,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
"1-s2.0-S0045653524028728_1-s2.0-S0045653524028728_Chongyang,_China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,1-s2.0-S0045653524028728,1-s2.0-S0045653524028728,soil,agricultural,,0,2,,,single_point,,v2_trusted_augmented_20260715
"1-s2.0-S0045653524028728_1-s2.0-S0045653524028728_Coastal_7_sites_along_the_Bohai_and_Yellow_Seas,_China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,205.0,,666.0,24.0,,,,,,,,,,,,,,,,,,,,,1-s2.0-S0045653524028728,1-s2.0-S0045653524028728,soil,agricultural,,0,5,,,single_point,,v2_trusted_augmented_20260715
"1-s2.0-S0045653524028728_1-s2.0-S0045653524028728_Deokjeok_Island,Korea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,1-s2.0-S0045653524028728,1-s2.0-S0045653524028728,soil,agricultural,,0,2,,,single_point,,v2_trusted_augmented_20260715
"1-s2.0-S0045653524028728_1-s2.0-S0045653524028728_Gonghe,_China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,34.3,,198.0,11.0,,,,,,,,,,,,,,,,,,,,,1-s2.0-S0045653524028728,1-s2.0-S0045653524028728,soil,agricultural,,0,5,,,single_point,,v2_trusted_augmented_20260715
"1-s2.0-S0045653524028728_1-s2.0-S0045653524028728_Guangzhou,_China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,185.0,,72.0,17.0,,,,,,,,,,,,,,,,,,,,,1-s2.0-S0045653524028728,1-s2.0-S0045653524028728,soil,agricultural,,0,5,,,single_point,,v2_trusted_augmented_20260715
"1-s2.0-S0045653524028728_1-s2.0-S0045653524028728_Japan_Cape_Hedo,_Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,1-s2.0-S0045653524028728,1-s2.0-S0045653524028728,soil,agricultural,,0,4,,,single_point,,v2_trusted_augmented_20260715
1-s2.0-S0045653524028728_1-s2.0-S0045653524028728_Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,4.2,,9.25,24.0,,,,,,,,,,,,,,,,,,,,,1-s2.0-S0045653524028728,1-s2.0-S0045653524028728,soil,agricultural,,0,5,,,single_point,,v2_trusted_augmented_20260715
"1-s2.0-S0045653524028728_1-s2.0-S0045653524028728_Korea_Nationwide_38_sites,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,1-s2.0-S0045653524028728,1-s2.0-S0045653524028728,soil,agricultural,,0,3,,,single_point,,v2_trusted_augmented_20260715
"1-s2.0-S0045653524028728_1-s2.0-S0045653524028728_Mohe,_Harbin,and_Shenzhen,_China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,28.5,,52.8,19.0,,,,,,,,,,,,,,,,,,,,,1-s2.0-S0045653524028728,1-s2.0-S0045653524028728,soil,agricultural,,0,5,,,single_point,,v2_trusted_augmented_20260715
"1-s2.0-S0045653524028728_1-s2.0-S0045653524028728_Nationwide_37_site,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1-s2.0-S0045653524028728,1-s2.0-S0045653524028728,soil,agricultural,,0,3,,,single_point,,v2_trusted_augmented_20260715
"1-s2.0-S0045653524028728_1-s2.0-S0045653524028728_Nationwide_37_sites,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,1-s2.0-S0045653524028728,1-s2.0-S0045653524028728,soil,agricultural,,0,2,,,single_point,,v2_trusted_augmented_20260715
1-s2.0-S0045653524028728_1-s2.0-S0045653524028728_S5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,1-s2.0-S0045653524028728,1-s2.0-S0045653524028728,soil,agricultural,,0,3,,,single_point,,v2_trusted_augmented_20260715
"1-s2.0-S0045653524028728_1-s2.0-S0045653524028728_Taen,_Korea_Baengnyeong_and_Jeju,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1722.0,,,,,,,,,,,,,,,,,,,,,1-s2.0-S0045653524028728,1-s2.0-S0045653524028728,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
"1-s2.0-S0045653524028728_1-s2.0-S0045653524028728_Ulaanbaar,_Mongolia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,252.0,,38.3,11.0,,,,,,,,,,,,,,,,,,,,,1-s2.0-S0045653524028728,1-s2.0-S0045653524028728,soil,agricultural,,0,5,,,single_point,,v2_trusted_augmented_20260715
1-s2.0-S0045653524029515_1-s2.0-S0045653524029515_Fallen_pine_needles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.2,,93.0,,,,,,,,,,,,,,,,,,,,,,1-s2.0-S0045653524029515,1-s2.0-S0045653524029515,soil,agricultural,,0,4,,,single_point,,v2_trusted_augmented_20260715
1-s2.0-S0045653524029515_1-s2.0-S0045653524029515_Soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,,24.0,,,,,,,,,,,,,,,,,,,,,,1-s2.0-S0045653524029515,1-s2.0-S0045653524029515,soil,agricultural,,0,3,,,single_point,,v2_trusted_augmented_20260715
1-s2.0-S0045653524029515_1-s2.0-S0045653524029515_Two-year-old_pine_needles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,,19.2,,,,,,,,,,,,,,,,,,,,,,1-s2.0-S0045653524029515,1-s2.0-S0045653524029515,soil,agricultural,,0,4,,,single_point,,v2_trusted_augmented_20260715
1-s2.0-S0048969721010263_1-s2.0-S0048969721010263_Chinese_standard,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-s2.0-S0048969721010263,1-s2.0-S0048969721010263,soil,agricultural,,0,2,,,single_point,,v2_trusted_augmented_20260715
1-s2.0-S0048969721010263_1-s2.0-S0048969721010263_Estimated_result,,,,,,,,,,,,,,,,,,,,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-s2.0-S0048969721010263,1-s2.0-S0048969721010263,soil,agricultural,,0,2,,,single_point,,v2_trusted_augmented_20260715
1-s2.0-S0048969721010263_1-s2.0-S0048969721010263_Experimental_result,,,,,,,,,,,,,,,,,,,,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-s2.0-S0048969721010263,1-s2.0-S0048969721010263,soil,agricultural,,0,2,,,single_point,,v2_trusted_augmented_20260715
1-s2.0-S0048969721010263_1-s2.0-S0048969721010263_S4,,,,,,,,,,,,,,,,,,,,1800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-s2.0-S0048969721010263,1-s2.0-S0048969721010263,soil,agricultural,,0,2,,,single_point,,v2_trusted_augmented_20260715
1-s2.0-S0048969721010263_1-s2.0-S0048969721010263_WHO_standard,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-s2.0-S0048969721010263,1-s2.0-S0048969721010263,soil,agricultural,,0,2,,,single_point,,v2_trusted_augmented_20260715
1-s2.0-S0048969721063567_1-s2.0-S0048969721063567_1st_quartile,,4.08,,,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.98,2.19,,,,,,,,1.34,,,,,,,,,,,,,,12.73,24.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-s2.0-S0048969721063567,1-s2.0-S0048969721063567,soil,agricultural,,0,10,,,single_point,,v2_trusted_augmented_20260715
